PN  Model 270/250 Research Electrochemistry Software 
 3.8000E-08 -1.7200E-01  1.3200E+00
 4.2000E-08 -1.6800E-01  1.3600E+00
 4.0000E-08 -1.6400E-01  1.4000E+00
 1.3000E-08 -1.6000E-01  1.4400E+00
 3.0000E-09 -1.5600E-01  1.4800E+00
 1.0000E-09 -1.5200E-01  1.5200E+00
-1.0000E-09 -1.4800E-01  1.5600E+00
-2.6000E-08 -1.4400E-01  1.6000E+00
-5.8000E-08 -1.4000E-01  1.6400E+00
-6.6000E-08 -1.3600E-01  1.6800E+00
-8.6000E-08 -1.3200E-01  1.7200E+00
-1.0800E-07 -1.2800E-01  1.7600E+00
-1.4600E-07 -1.2400E-01  1.8000E+00
-1.7100E-07 -1.2000E-01  1.8400E+00
-2.1700E-07 -1.1600E-01  1.8800E+00
-2.5800E-07 -1.1200E-01  1.9200E+00
-2.9300E-07 -1.0800E-01  1.9600E+00
-3.4500E-07 -1.0400E-01  2.0000E+00
-4.1300E-07 -1.0000E-01  2.0400E+00
-4.9500E-07 -9.6000E-02  2.0800E+00
-5.5900E-07 -9.2000E-02  2.1200E+00
-6.3400E-07 -8.8000E-02  2.1600E+00
-7.3600E-07 -8.4000E-02  2.2000E+00
-8.7300E-07 -8.0000E-02  2.2400E+00
-9.9900E-07 -7.6000E-02  2.2800E+00
-1.1300E-06 -7.2000E-02  2.3200E+00
-1.1900E-06 -6.8000E-02  2.3600E+00
-1.4800E-06 -6.4000E-02  2.4000E+00
-1.7300E-06 -6.0000E-02  2.4400E+00
-1.8300E-06 -5.6000E-02  2.4800E+00
-2.0800E-06 -5.2000E-02  2.5200E+00
-2.4200E-06 -4.8000E-02  2.5600E+00
-2.7700E-06 -4.4000E-02  2.6000E+00
-3.0100E-06 -4.0000E-02  2.6400E+00
-3.4100E-06 -3.6000E-02  2.6800E+00
-3.8600E-06 -3.2000E-02  2.7200E+00
-4.2500E-06 -2.8000E-02  2.7600E+00
-4.5900E-06 -2.4000E-02  2.8000E+00
-5.1100E-06 -2.0000E-02  2.8400E+00
-5.6900E-06 -1.6000E-02  2.8800E+00
-6.1800E-06 -1.2000E-02  2.9200E+00
-6.6700E-06 -8.0001E-03  2.9600E+00
-7.2400E-06 -4.0001E-03  3.0000E+00
-8.0600E-06 -1.0729E-07  3.0400E+00
-8.6200E-06  3.9999E-03  3.0800E+00
-9.2300E-06  7.9999E-03  3.1200E+00
-9.9300E-06  1.2000E-02  3.1600E+00
-1.0740E-05  1.6000E-02  3.2000E+00
-1.1460E-05  2.0000E-02  3.2400E+00
-1.2100E-05  2.4000E-02  3.2800E+00
-1.2870E-05  2.8000E-02  3.3200E+00
-1.3590E-05  3.2000E-02  3.3600E+00
-1.4270E-05  3.6000E-02  3.4000E+00
-1.4840E-05  4.0000E-02  3.4400E+00
-1.5610E-05  4.4000E-02  3.4800E+00
-1.6190E-05  4.8000E-02  3.5200E+00
-1.7200E-05  5.2000E-02  3.5600E+00
-1.6700E-05  5.6000E-02  3.6000E+00
-1.7400E-05  6.0000E-02  3.6400E+00
-1.8300E-05  6.4000E-02  3.6800E+00
-1.7900E-05  6.8000E-02  3.7200E+00
-1.7600E-05  7.2000E-02  3.7600E+00
-1.8100E-05  7.6000E-02  3.8000E+00
-1.9000E-05  8.0000E-02  3.8400E+00
-1.7900E-05  8.4000E-02  3.8800E+00
-1.7700E-05  8.8000E-02  3.9200E+00
-1.8200E-05  9.2000E-02  3.9600E+00
-1.8800E-05  9.6000E-02  4.0000E+00
-1.7600E-05  1.0000E-01  4.0400E+00
-1.7900E-05  1.0400E-01  4.0800E+00
-1.8200E-05  1.0800E-01  4.1200E+00
-1.8200E-05  1.1200E-01  4.1600E+00
-1.7300E-05  1.1600E-01  4.2000E+00
-1.6800E-05  1.2000E-01  4.2400E+00
-1.7600E-05  1.2400E-01  4.2800E+00
-1.7300E-05  1.2800E-01  4.3200E+00
-1.6500E-05  1.3200E-01  4.3600E+00
-1.5700E-05  1.3600E-01  4.4000E+00
-1.6900E-05  1.4000E-01  4.4400E+00
-1.6000E-05  1.4400E-01  4.4800E+00
-1.5400E-05  1.4800E-01  4.5200E+00
-1.5000E-05  1.5200E-01  4.5600E+00
-1.6000E-05  1.5600E-01  4.6000E+00
-1.5200E-05  1.6000E-01  4.6400E+00
-1.4700E-05  1.6400E-01  4.6800E+00
-1.5200E-05  1.6800E-01  4.7200E+00
-1.5600E-05  1.7200E-01  4.7600E+00
-1.4900E-05  1.7600E-01  4.8000E+00
-1.4800E-05  1.8000E-01  4.8400E+00
-1.4780E-05  1.8400E-01  4.8800E+00
-1.4650E-05  1.8800E-01  4.9200E+00
-1.4470E-05  1.9200E-01  4.9600E+00
-1.4340E-05  1.9600E-01  5.0000E+00
-1.4360E-05  2.0000E-01  5.0400E+00
-1.4160E-05  2.0400E-01  5.0800E+00
-1.4020E-05  2.0800E-01  5.1200E+00
-1.3930E-05  2.1200E-01  5.1600E+00
-1.3950E-05  2.1600E-01  5.2000E+00
-1.3820E-05  2.2000E-01  5.2400E+00
-1.3700E-05  2.2400E-01  5.2800E+00
-1.3680E-05  2.2800E-01  5.3200E+00
-1.3670E-05  2.3200E-01  5.3600E+00
-1.3580E-05  2.3600E-01  5.4000E+00
-1.3430E-05  2.4000E-01  5.4400E+00
-1.3460E-05  2.4400E-01  5.4800E+00
-1.3420E-05  2.4800E-01  5.5200E+00
-1.3310E-05  2.5200E-01  5.5600E+00
-1.3140E-05  2.5600E-01  5.6000E+00
-1.3220E-05  2.6000E-01  5.6400E+00
-1.3110E-05  2.6400E-01  5.6800E+00
-1.2970E-05  2.6800E-01  5.7200E+00
-1.2920E-05  2.7200E-01  5.7600E+00
-1.2960E-05  2.7600E-01  5.8000E+00
-1.2870E-05  2.8000E-01  5.8400E+00
-1.2760E-05  2.8400E-01  5.8800E+00
-1.2750E-05  2.8800E-01  5.9200E+00
-1.2790E-05  2.9200E-01  5.9600E+00
-1.2730E-05  2.9600E-01  6.0000E+00
-1.2590E-05  3.0000E-01  6.0400E+00
-1.2620E-05  2.9600E-01  6.0800E+00
-1.2520E-05  2.9200E-01  6.1200E+00
-1.2480E-05  2.8800E-01  6.1600E+00
-1.2280E-05  2.8400E-01  6.2000E+00
-1.2270E-05  2.8000E-01  6.2400E+00
-1.2290E-05  2.7600E-01  6.2800E+00
-1.2150E-05  2.7200E-01  6.3200E+00
-1.2050E-05  2.6800E-01  6.3600E+00
-1.2020E-05  2.6400E-01  6.4000E+00
-1.2050E-05  2.6000E-01  6.4400E+00
-1.1900E-05  2.5600E-01  6.4800E+00
-1.1780E-05  2.5200E-01  6.5200E+00
-1.1790E-05  2.4800E-01  6.5600E+00
-1.1830E-05  2.4400E-01  6.6000E+00
-1.1660E-05  2.4000E-01  6.6400E+00
-1.1680E-05  2.3600E-01  6.6800E+00
-1.1650E-05  2.3200E-01  6.7200E+00
-1.1610E-05  2.2800E-01  6.7600E+00
-1.1460E-05  2.2400E-01  6.8000E+00
-1.1530E-05  2.2000E-01  6.8400E+00
-1.1470E-05  2.1600E-01  6.8800E+00
-1.1320E-05  2.1200E-01  6.9200E+00
-1.1270E-05  2.0800E-01  6.9600E+00
-1.1310E-05  2.0400E-01  7.0000E+00
-1.1250E-05  2.0000E-01  7.0400E+00
-1.1120E-05  1.9600E-01  7.0800E+00
-1.1040E-05  1.9200E-01  7.1200E+00
-1.1020E-05  1.8800E-01  7.1600E+00
-1.1110E-05  1.8400E-01  7.2000E+00
-1.0930E-05  1.8000E-01  7.2400E+00
-1.0890E-05  1.7600E-01  7.2800E+00
-1.0860E-05  1.7200E-01  7.3200E+00
-1.0910E-05  1.6800E-01  7.3600E+00
-1.0720E-05  1.6400E-01  7.4000E+00
-1.0690E-05  1.6000E-01  7.4400E+00
-1.0710E-05  1.5600E-01  7.4800E+00
-1.0600E-05  1.5200E-01  7.5200E+00
-1.0460E-05  1.4800E-01  7.5600E+00
-1.0390E-05  1.4400E-01  7.6000E+00
-1.0380E-05  1.4000E-01  7.6400E+00
-1.0150E-05  1.3600E-01  7.6800E+00
-1.0050E-05  1.3200E-01  7.7200E+00
-1.0020E-05  1.2800E-01  7.7600E+00
-9.8900E-06  1.2400E-01  7.8000E+00
-9.6600E-06  1.2000E-01  7.8400E+00
-9.5900E-06  1.1600E-01  7.8800E+00
-9.5100E-06  1.1200E-01  7.9200E+00
-9.2400E-06  1.0800E-01  7.9600E+00
-8.9200E-06  1.0400E-01  8.0000E+00
-8.8300E-06  1.0000E-01  8.0400E+00
-8.5500E-06  9.6000E-02  8.0800E+00
-8.2600E-06  9.2000E-02  8.1200E+00
-7.8200E-06  8.8000E-02  8.1600E+00
-7.5900E-06  8.4000E-02  8.2000E+00
-7.1500E-06  8.0000E-02  8.2400E+00
-6.6700E-06  7.6000E-02  8.2800E+00
-6.2900E-06  7.2000E-02  8.3200E+00
-5.7900E-06  6.8000E-02  8.3600E+00
-5.3400E-06  6.4000E-02  8.4000E+00
-4.6600E-06  6.0000E-02  8.4400E+00
-4.1200E-06  5.6000E-02  8.4800E+00
-3.6700E-06  5.2000E-02  8.5200E+00
-2.9000E-06  4.8000E-02  8.5600E+00
-2.2000E-06  4.4000E-02  8.6000E+00
-1.5700E-06  4.0000E-02  8.6400E+00
-9.0200E-07  3.6000E-02  8.6800E+00
-3.0000E-07  3.2000E-02  8.7200E+00
 4.6000E-07  2.8000E-02  8.7600E+00
 9.7000E-07  2.4000E-02  8.8000E+00
 1.6900E-06  2.0000E-02  8.8400E+00
 2.3300E-06  1.6000E-02  8.8800E+00
 2.7800E-06  1.2000E-02  8.9200E+00
 3.3200E-06  8.0001E-03  8.9600E+00
 3.8900E-06  4.0001E-03  9.0000E+00
 4.3300E-06  1.0729E-07  9.0400E+00
 4.6400E-06 -3.9999E-03  9.0800E+00
 4.9300E-06 -7.9999E-03  9.1200E+00
 5.3700E-06 -1.2000E-02  9.1600E+00
 5.6800E-06 -1.6000E-02  9.2000E+00
 5.7700E-06 -2.0000E-02  9.2400E+00
 5.9700E-06 -2.4000E-02  9.2800E+00
 6.1100E-06 -2.8000E-02  9.3200E+00
 6.3200E-06 -3.2000E-02  9.3600E+00
 6.2400E-06 -3.6000E-02  9.4000E+00
 6.3900E-06 -4.0000E-02  9.4400E+00
 6.4500E-06 -4.4000E-02  9.4800E+00
 6.3500E-06 -4.8000E-02  9.5200E+00
 6.2700E-06 -5.2000E-02  9.5600E+00
 6.3700E-06 -5.6000E-02  9.6000E+00
 6.2200E-06 -6.0000E-02  9.6400E+00
 6.1000E-06 -6.4000E-02  9.6800E+00
 6.0000E-06 -6.8000E-02  9.7200E+00
 6.0600E-06 -7.2000E-02  9.7600E+00
 5.9000E-06 -7.6000E-02  9.8000E+00
 5.7700E-06 -8.0000E-02  9.8400E+00
 5.7500E-06 -8.4000E-02  9.8800E+00
 5.6900E-06 -8.8000E-02  9.9200E+00
 5.5300E-06 -9.2000E-02  9.9600E+00
 5.3700E-06 -9.6000E-02  1.0000E+01
 5.3700E-06 -1.0000E-01  1.0040E+01
 5.2200E-06 -1.0400E-01  1.0080E+01
 5.0300E-06 -1.0800E-01  1.0120E+01
 4.9000E-06 -1.1200E-01  1.0160E+01
 4.9400E-06 -1.1600E-01  1.0200E+01
 4.7300E-06 -1.2000E-01  1.0240E+01
 4.5800E-06 -1.2400E-01  1.0280E+01
 4.4900E-06 -1.2800E-01  1.0320E+01
 4.5400E-06 -1.3200E-01  1.0360E+01
 4.3500E-06 -1.3600E-01  1.0400E+01
 4.2400E-06 -1.4000E-01  1.0440E+01
 4.2300E-06 -1.4400E-01  1.0480E+01
 4.1900E-06 -1.4800E-01  1.0520E+01
 3.9800E-06 -1.5200E-01  1.0560E+01
 3.9800E-06 -1.5600E-01  1.0600E+01
 3.9100E-06 -1.6000E-01  1.0640E+01
 3.7900E-06 -1.6400E-01  1.0680E+01
 3.6600E-06 -1.6800E-01  1.0720E+01
 3.7200E-06 -1.7200E-01  1.0760E+01
 3.6200E-06 -1.7600E-01  1.0800E+01
 3.4800E-06 -1.8000E-01  1.0840E+01
 3.5000E-06 -1.8400E-01  1.0880E+01
 3.5000E-06 -1.8800E-01  1.0920E+01
 3.3900E-06 -1.9200E-01  1.0960E+01
 3.3100E-06 -1.9600E-01  1.1000E+01
 3.3700E-06 -2.0000E-01  1.1040E+01
 3.2800E-06 -2.0400E-01  1.1080E+01
 3.1600E-06 -2.0800E-01  1.1120E+01
 3.1100E-06 -2.1200E-01  1.1160E+01
 3.2000E-06 -2.1600E-01  1.1200E+01
 3.0400E-06 -2.2000E-01  1.1240E+01
 2.9700E-06 -2.2400E-01  1.1280E+01
 2.9600E-06 -2.2800E-01  1.1320E+01
 3.0400E-06 -2.3200E-01  1.1360E+01
 2.8700E-06 -2.3600E-01  1.1400E+01
 2.9300E-06 -2.4000E-01  1.1440E+01
 2.9700E-06 -2.4400E-01  1.1480E+01
 2.9000E-06 -2.4800E-01  1.1520E+01
 2.7600E-06 -2.5200E-01  1.1560E+01
 2.8600E-06 -2.5600E-01  1.1600E+01
 2.7200E-06 -2.6000E-01  1.1640E+01
 2.6500E-06 -2.6400E-01  1.1680E+01
 2.6500E-06 -2.6800E-01  1.1720E+01
 2.7200E-06 -2.7200E-01  1.1760E+01
 2.5500E-06 -2.7600E-01  1.1800E+01
 2.6300E-06 -2.8000E-01  1.1840E+01
 2.6400E-06 -2.8400E-01  1.1880E+01
 2.5700E-06 -2.8800E-01  1.1920E+01
 2.4300E-06 -2.9200E-01  1.1960E+01
 2.5500E-06 -2.9600E-01  1.2000E+01
 2.4400E-06 -3.0000E-01  1.2040E+01
 2.2800E-06 -2.9600E-01  1.2080E+01
 2.2500E-06 -2.9200E-01  1.2120E+01
 2.2900E-06 -2.8800E-01  1.2160E+01
 2.1100E-06 -2.8400E-01  1.2200E+01
 2.1100E-06 -2.8000E-01  1.2240E+01
 2.0900E-06 -2.7600E-01  1.2280E+01
 2.0800E-06 -2.7200E-01  1.2320E+01
 1.9100E-06 -2.6800E-01  1.2360E+01
 1.9500E-06 -2.6400E-01  1.2400E+01
 1.9400E-06 -2.6000E-01  1.2440E+01
 1.8200E-06 -2.5600E-01  1.2480E+01
 1.7200E-06 -2.5200E-01  1.2520E+01
 1.8200E-06 -2.4800E-01  1.2560E+01
 1.6800E-06 -2.4400E-01  1.2600E+01
 1.6800E-06 -2.4000E-01  1.2640E+01
 1.7000E-06 -2.3600E-01  1.2680E+01
 1.7000E-06 -2.3200E-01  1.2720E+01
 1.5300E-06 -2.2800E-01  1.2760E+01
 1.6400E-06 -2.2400E-01  1.2800E+01
 1.5600E-06 -2.2000E-01  1.2840E+01
 1.4800E-06 -2.1600E-01  1.2880E+01
 1.4680E-06 -2.1200E-01  1.2920E+01
 1.4500E-06 -2.0800E-01  1.2960E+01
 1.4140E-06 -2.0400E-01  1.3000E+01
 1.3900E-06 -2.0000E-01  1.3040E+01
 1.3630E-06 -1.9600E-01  1.3080E+01
 1.3490E-06 -1.9200E-01  1.3120E+01
 1.3110E-06 -1.8800E-01  1.3160E+01
 1.2890E-06 -1.8400E-01  1.3200E+01
 1.2690E-06 -1.8000E-01  1.3240E+01
 1.2360E-06 -1.7600E-01  1.3280E+01
 1.2110E-06 -1.7200E-01  1.3320E+01
 1.1860E-06 -1.6800E-01  1.3360E+01
 1.1600E-06 -1.6400E-01  1.3400E+01
 1.1250E-06 -1.6000E-01  1.3440E+01
 1.0950E-06 -1.5600E-01  1.3480E+01
 1.0860E-06 -1.5200E-01  1.3520E+01
 1.0460E-06 -1.4800E-01  1.3560E+01
 1.0120E-06 -1.4400E-01  1.3600E+01
 9.8800E-07 -1.4000E-01  1.3640E+01
 9.4500E-07 -1.3600E-01  1.3680E+01
 9.0700E-07 -1.3200E-01  1.3720E+01
 8.6100E-07 -1.2800E-01  1.3760E+01
 8.1700E-07 -1.2400E-01  1.3800E+01
 7.6000E-07 -1.2000E-01  1.3840E+01
 7.0300E-07 -1.1600E-01  1.3880E+01
 6.5700E-07 -1.1200E-01  1.3920E+01
 5.8300E-07 -1.0800E-01  1.3960E+01
 4.9900E-07 -1.0400E-01  1.4000E+01
 4.2800E-07 -1.0000E-01  1.4040E+01
 3.3900E-07 -9.6000E-02  1.4080E+01
 2.3600E-07 -9.2000E-02  1.4120E+01
 1.0000E-07 -8.8000E-02  1.4160E+01
-1.8000E-08 -8.4000E-02  1.4200E+01
-1.6600E-07 -8.0000E-02  1.4240E+01
-3.2700E-07 -7.6000E-02  1.4280E+01
-5.0600E-07 -7.2000E-02  1.4320E+01
-7.0000E-07 -6.8000E-02  1.4360E+01
-9.2700E-07 -6.4000E-02  1.4400E+01
-1.2300E-06 -6.0000E-02  1.4440E+01
-1.4100E-06 -5.6000E-02  1.4480E+01
-1.6300E-06 -5.2000E-02  1.4520E+01
-2.0900E-06 -4.8000E-02  1.4560E+01
-2.3200E-06 -4.4000E-02  1.4600E+01
-2.6600E-06 -4.0000E-02  1.4640E+01
-3.0900E-06 -3.6000E-02  1.4680E+01
-3.5600E-06 -3.2000E-02  1.4720E+01
-3.8700E-06 -2.8000E-02  1.4760E+01
-4.4500E-06 -2.4000E-02  1.4800E+01
-4.9500E-06 -2.0000E-02  1.4840E+01
-5.3500E-06 -1.6000E-02  1.4880E+01
-5.8100E-06 -1.2000E-02  1.4920E+01
-6.4900E-06 -8.0001E-03  1.4960E+01
-7.0300E-06 -4.0001E-03  1.5000E+01
-7.5300E-06 -1.0729E-07  1.5040E+01
-8.1100E-06  3.9999E-03  1.5080E+01
-8.8700E-06  7.9999E-03  1.5120E+01
-9.4800E-06  1.2000E-02  1.5160E+01
-1.0100E-05  1.6000E-02  1.5200E+01
-1.0830E-05  2.0000E-02  1.5240E+01
-1.1420E-05  2.4000E-02  1.5280E+01
-1.2030E-05  2.8000E-02  1.5320E+01
-1.2620E-05  3.2000E-02  1.5360E+01
-1.3330E-05  3.6000E-02  1.5400E+01
-1.3810E-05  4.0000E-02  1.5440E+01
-1.4260E-05  4.4000E-02  1.5480E+01
-1.4830E-05  4.8000E-02  1.5520E+01
-1.5320E-05  5.2000E-02  1.5560E+01
-1.5600E-05  5.6000E-02  1.5600E+01
-1.6000E-05  6.0000E-02  1.5640E+01
-1.6290E-05  6.4000E-02  1.5680E+01
-1.6600E-05  6.8000E-02  1.5720E+01
-1.6200E-05  7.2000E-02  1.5760E+01
-1.7300E-05  7.6000E-02  1.5800E+01
-1.6600E-05  8.0000E-02  1.5840E+01
-1.6100E-05  8.4000E-02  1.5880E+01
-1.6300E-05  8.8000E-02  1.5920E+01
-1.6900E-05  9.2000E-02  1.5960E+01
-1.5500E-05  9.6000E-02  1.6000E+01
-1.6000E-05  1.0000E-01  1.6040E+01
-1.6500E-05  1.0400E-01  1.6080E+01
-1.6400E-05  1.0800E-01  1.6120E+01
-1.4900E-05  1.1200E-01  1.6160E+01
-1.6000E-05  1.1600E-01  1.6200E+01
-1.5800E-05  1.2000E-01  1.6240E+01
-1.5100E-05  1.2400E-01  1.6280E+01
-1.4300E-05  1.2800E-01  1.6320E+01
-1.5300E-05  1.3200E-01  1.6360E+01
-1.4550E-05  1.3600E-01  1.6400E+01
-1.4340E-05  1.4000E-01  1.6440E+01
-1.4220E-05  1.4400E-01  1.6480E+01
-1.4140E-05  1.4800E-01  1.6520E+01
-1.3880E-05  1.5200E-01  1.6560E+01
-1.3850E-05  1.5600E-01  1.6600E+01
-1.3730E-05  1.6000E-01  1.6640E+01
-1.3490E-05  1.6400E-01  1.6680E+01
-1.3340E-05  1.6800E-01  1.6720E+01
-1.3370E-05  1.7200E-01  1.6760E+01
-1.3120E-05  1.7600E-01  1.6800E+01
-1.2960E-05  1.8000E-01  1.6840E+01
-1.2980E-05  1.8400E-01  1.6880E+01
-1.2890E-05  1.8800E-01  1.6920E+01
-1.2670E-05  1.9200E-01  1.6960E+01
-1.2710E-05  1.9600E-01  1.7000E+01
-1.2640E-05  2.0000E-01  1.7040E+01
-1.2460E-05  2.0400E-01  1.7080E+01
-1.2310E-05  2.0800E-01  1.7120E+01
-1.2380E-05  2.1200E-01  1.7160E+01
-1.2220E-05  2.1600E-01  1.7200E+01
-1.2080E-05  2.2000E-01  1.7240E+01
-1.2050E-05  2.2400E-01  1.7280E+01
-1.2080E-05  2.2800E-01  1.7320E+01
-1.1900E-05  2.3200E-01  1.7360E+01
-1.1870E-05  2.3600E-01  1.7400E+01
-1.1890E-05  2.4000E-01  1.7440E+01
-1.1830E-05  2.4400E-01  1.7480E+01
-1.1660E-05  2.4800E-01  1.7520E+01
-1.1650E-05  2.5200E-01  1.7560E+01
-1.1630E-05  2.5600E-01  1.7600E+01
-1.1470E-05  2.6000E-01  1.7640E+01
-1.1420E-05  2.6400E-01  1.7680E+01
-1.1470E-05  2.6800E-01  1.7720E+01
-1.1350E-05  2.7200E-01  1.7760E+01
-1.1280E-05  2.7600E-01  1.7800E+01
-1.1310E-05  2.8000E-01  1.7840E+01
-1.1290E-05  2.8400E-01  1.7880E+01
-1.1130E-05  2.8800E-01  1.7920E+01
-1.1170E-05  2.9200E-01  1.7960E+01
-1.1120E-05  2.9600E-01  1.8000E+01
-1.0950E-05  3.0000E-01  1.8040E+01
-1.0910E-05  2.9600E-01  1.8080E+01
-1.0950E-05  2.9200E-01  1.8120E+01
-1.0790E-05  2.8800E-01  1.8160E+01
-1.0780E-05  2.8400E-01  1.8200E+01
-1.0760E-05  2.8000E-01  1.8240E+01
-1.0720E-05  2.7600E-01  1.8280E+01
-1.0570E-05  2.7200E-01  1.8320E+01
-1.0570E-05  2.6800E-01  1.8360E+01
-1.0540E-05  2.6400E-01  1.8400E+01
-1.0410E-05  2.6000E-01  1.8440E+01
-1.0320E-05  2.5600E-01  1.8480E+01
-1.0440E-05  2.5200E-01  1.8520E+01
-1.0270E-05  2.4800E-01  1.8560E+01
-1.0260E-05  2.4400E-01  1.8600E+01
-1.0290E-05  2.4000E-01  1.8640E+01
-1.0230E-05  2.3600E-01  1.8680E+01
-1.0070E-05  2.3200E-01  1.8720E+01
-1.0160E-05  2.2800E-01  1.8760E+01
-1.0020E-05  2.2400E-01  1.8800E+01
-9.9300E-06  2.2000E-01  1.8840E+01
-9.9400E-06  2.1600E-01  1.8880E+01
-9.9800E-06  2.1200E-01  1.8920E+01
-9.8100E-06  2.0800E-01  1.8960E+01
-9.8800E-06  2.0400E-01  1.9000E+01
-9.8700E-06  2.0000E-01  1.9040E+01
-9.7500E-06  1.9600E-01  1.9080E+01
-9.6400E-06  1.9200E-01  1.9120E+01
-9.7500E-06  1.8800E-01  1.9160E+01
-9.5800E-06  1.8400E-01  1.9200E+01
-9.4800E-06  1.8000E-01  1.9240E+01
-9.4900E-06  1.7600E-01  1.9280E+01
-9.5400E-06  1.7200E-01  1.9320E+01
-9.3400E-06  1.6800E-01  1.9360E+01
-9.3900E-06  1.6400E-01  1.9400E+01
-9.3800E-06  1.6000E-01  1.9440E+01
-9.2300E-06  1.5600E-01  1.9480E+01
-9.1600E-06  1.5200E-01  1.9520E+01
-9.1500E-06  1.4800E-01  1.9560E+01
-8.9600E-06  1.4400E-01  1.9600E+01
-8.8900E-06  1.4000E-01  1.9640E+01
-8.9300E-06  1.3600E-01  1.9680E+01
-8.7500E-06  1.3200E-01  1.9720E+01
-8.6700E-06  1.2800E-01  1.9760E+01
-8.6200E-06  1.2400E-01  1.9800E+01
-8.3900E-06  1.2000E-01  1.9840E+01
-8.2200E-06  1.1600E-01  1.9880E+01
-8.1800E-06  1.1200E-01  1.9920E+01
-7.8900E-06  1.0800E-01  1.9960E+01
-7.7200E-06  1.0400E-01  2.0000E+01
-7.5700E-06  1.0000E-01  2.0040E+01
-7.3900E-06  9.6000E-02  2.0080E+01
-6.9800E-06  9.2000E-02  2.0120E+01
-6.8100E-06  8.8000E-02  2.0160E+01
-6.4600E-06  8.4000E-02  2.0200E+01
-6.0000E-06  8.0000E-02  2.0240E+01
-5.6300E-06  7.6000E-02  2.0280E+01
-5.3600E-06  7.2000E-02  2.0320E+01
-4.7400E-06  6.8000E-02  2.0360E+01
-4.3400E-06  6.4000E-02  2.0400E+01
-3.8600E-06  6.0000E-02  2.0440E+01
-3.3200E-06  5.6000E-02  2.0480E+01
-2.6200E-06  5.2000E-02  2.0520E+01
-2.1400E-06  4.8000E-02  2.0560E+01
-1.4620E-06  4.4000E-02  2.0600E+01
-8.4400E-07  4.0000E-02  2.0640E+01
-2.3000E-07  3.6000E-02  2.0680E+01
 4.1000E-07  3.2000E-02  2.0720E+01
 1.0500E-06  2.8000E-02  2.0760E+01
 1.5500E-06  2.4000E-02  2.0800E+01
 2.2100E-06  2.0000E-02  2.0840E+01
 2.8800E-06  1.6000E-02  2.0880E+01
 3.3000E-06  1.2000E-02  2.0920E+01
 3.9000E-06  8.0001E-03  2.0960E+01
 4.3900E-06  4.0001E-03  2.1000E+01
 4.7100E-06  1.0729E-07  2.1040E+01
 5.0500E-06 -3.9999E-03  2.1080E+01
 5.5200E-06 -7.9999E-03  2.1120E+01
 5.7400E-06 -1.2000E-02  2.1160E+01
 5.9700E-06 -1.6000E-02  2.1200E+01
 6.2200E-06 -2.0000E-02  2.1240E+01
 6.4600E-06 -2.4000E-02  2.1280E+01
